center,left,right,steering,throttle,brake,speed
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_45_15_012.jpg,,,0,0,0,1.358465E-05
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_45_15_115.jpg,,,0,0,0,1.48373E-05
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_45_15_199.jpg,,,0,0,0,2.98233E-06
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_45_15_270.jpg,,,0,0,0,2.471214E-06
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_45_15_345.jpg,,,0,0,0,1.066952E-06
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_45_15_414.jpg,,,0,0,0,6.986114E-06
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_45_15_482.jpg,,,0,0,0,3.079935E-06
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_45_15_560.jpg,,,0,0,0,1.448767E-06
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_45_15_627.jpg,,,0,0,0,7.331883E-06
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_45_15_722.jpg,,,0,0,0,1.117764E-05
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_45_15_788.jpg,,,0,0,0,1.330828E-05
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_45_15_869.jpg,,,0,0,0,7.455116E-06
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_45_15_940.jpg,,,0,0,0,6.523609E-06
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_45_16_026.jpg,,,0,0,0,1.889286E-05
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_45_16_093.jpg,,,0,0,0,1.610109E-05
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_45_16_166.jpg,,,0,0,0,6.823796E-06
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_45_16_244.jpg,,,0,0,0,5.080201E-06
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_45_16_313.jpg,,,0,0,0,3.707733E-07
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_45_16_390.jpg,,,0,0,0,5.844991E-06
/home/behrooz/robotic/Udacity_SDCND/Behavioral_Cloning/IMG/center_2017_01_16_22_45_16_465.jpg,,,0,0,0,8.967297E-07
